movieId,imdbID,Title,Year,Genre,Director,Writer,Actors,Language,Poster,imdbRating,imdbVotes
2052,tt0107120,Hocus Pocus,1993,"Comedy, Family, Fantasy",Kenny Ortega,"David Kirschner (story), Mick Garris (story), Mick Garris (screenplay), Neil Cuthbert (screenplay)","Bette Midler, Sarah Jessica Parker, Kathy Najimy, Omri Katz","English, French",https://m.media-amazon.com/images/M/MV5BMmQyYmY5ZTMtM2JkNi00NmM2LWE3ZmEtYWYzZmRkZDM0ZTdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.9,89166
2053,tt0104437,"Honey, I Blew Up the Kid",1992,"Adventure, Comedy, Family, Romance, Sci-Fi",Randal Kleiser,"Stuart Gordon (characters), Brian Yuzna (characters), Ed Naha (characters), Garry Goodrow (story), Thom Eberhardt (screenplay), Peter Elbling (screenplay), Garry Goodrow (screenplay)","Rick Moranis, Marcia Strassman, Robert Oliveri, Daniel Shalikar",English,https://m.media-amazon.com/images/M/MV5BYTg0OTY1NjctYTdkNi00Zjg3LWIyMDYtY2NjZTczNGM3NmJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,4.8,39183
2054,tt0097523,"Honey, I Shrunk the Kids",1989,"Adventure, Comedy, Family, Sci-Fi",Joe Johnston,"Stuart Gordon (story), Brian Yuzna (story), Ed Naha (story), Ed Naha (screenplay), Tom Schulman (screenplay)","Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland",English,https://m.media-amazon.com/images/M/MV5BOTQ1NTg4MDAtOGU0OS00ZGQwLTliZjQtNDEzZjAzZGI5MjFjXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,6.3,135268
2055,tt0077698,Hot Lead and Cold Feet,1978,"Action, Comedy, Family, Western",Robert Butler,"Joseph L. McEveety (screenplay), Arthur Alsberg (screenplay), Don Nelson (screenplay), Rod Piffath (story)","Jim Dale, Karen Valentine, Don Knotts, Jack Elam",English,https://m.media-amazon.com/images/M/MV5BN2ZmMWQyOWUtMzFjYi00ODAwLThlZWQtZTY4NzYzYWUwNDliXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,6.2,1109
2056,tt0056095,In Search of the Castaways,1962,"Adventure, Family, Fantasy",Robert Stevenson,Lowell S. Hawley (screenplay),"Maurice Chevalier, Hayley Mills, George Sanders, Wilfrid Hyde-White","English, French",https://m.media-amazon.com/images/M/MV5BZDc1OTllMTUtMWJjMC00MjExLWJhNGMtOTU4NmE5YmM4YzgzXkEyXkFqcGdeQXVyMjU5OTg5NDc@._V1_SX300.jpg,6.6,2632
2057,tt0057180,The Incredible Journey,1963,"Adventure, Drama, Family",Fletcher Markle,"James Algar (screenplay), Sheila Burnford (book)","Émile Genest, John Drainie, Tommy Tweed, Sandra Scott",English,https://m.media-amazon.com/images/M/MV5BZjQzOWY0MjktYjFjMS00MzY5LWJjMjItYmNlN2IwOTk3ZTQxXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,7.1,3566
2058,tt0120768,The Negotiator,1998,"Action, Crime, Drama, Mystery, Thriller",F. Gary Gray,"James DeMonaco, Kevin Fox","Samuel L. Jackson, Kevin Spacey, David Morse, Ron Rifkin",English,https://m.media-amazon.com/images/M/MV5BOGE1YTI2NjItNDAyYy00YzI3LTlmNDUtYWU0ZmFlNWE3N2ViL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.3,125358
2059,tt0120783,The Parent Trap,1998,"Adventure, Comedy, Drama, Family, Romance",Nancy Meyers,"Erich Kästner (book), David Swift (screenplay), Nancy Meyers (screenplay), Charles Shyer (screenplay)","Lindsay Lohan, Dennis Quaid, Natasha Richardson, Elaine Hendrix","English, French",https://m.media-amazon.com/images/M/MV5BNWYyMzJhNzEtMzFkNC00M2U0LTkwMWYtYWVkN2Y2MGI5ODZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.5,113088
2060,tt0131857,BASEketball,1998,"Comedy, Sport",David Zucker,"David Zucker, Robert LoCash, Lewis Friedman, Jeff Wright","Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth",English,https://m.media-amazon.com/images/M/MV5BMmZjZDg2ZjItYTVkNC00YWRmLThmZTMtNTYxNTI5MWM4NjU4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.5,54917
2064,tt0098213,Roger & Me,1989,Documentary,Michael Moore,Michael Moore,"Michael Moore, Roger B. Smith, Rhonda Britton, Fred Ross",English,https://m.media-amazon.com/images/M/MV5BMjRlYWVlZWUtZDE3NS00NjY3LTgwMjItMTc1OGM2ZDI1M2IzXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,7.4,25074
2065,tt0089853,The Purple Rose of Cairo,1985,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Mia Farrow, Jeff Daniels, Danny Aiello, Irving Metzman",English,https://m.media-amazon.com/images/M/MV5BY2E1YWRlNzAtYzAwYy00MDg5LTlmYTUtYjdlZDI0NzFkNjNlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,7.7,44601
2066,tt0039689,Out of the Past,1947,"Crime, Drama, Film-Noir, Romance, Thriller",Jacques Tourneur,"Daniel Mainwaring (screenplay), Daniel Mainwaring (novel)","Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming","English, American Sign Language",https://m.media-amazon.com/images/M/MV5BMDE0MjYxYmMtM2VhMC00MjhiLTg5NjItMDkzZGM5MGVlYjMxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8,30499
2067,tt0059113,Doctor Zhivago,1965,"Drama, Romance, War",David Lean,"Boris Pasternak (novel), Robert Bolt (screenplay)","Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger","English, Russian, French",https://m.media-amazon.com/images/M/MV5BNzdmZTk4MTktZmExNi00OWEwLTgxZDctNTE4NWMwNjc1Nzg2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8,66591
2068,tt0083922,Fanny and Alexander,1982,Drama,Ingmar Bergman,Ingmar Bergman,"Kristina Adolphson, Börje Ahlstedt, Pernilla Allwin, Kristian Almgren","Swedish, German, Yiddish, English, French",https://m.media-amazon.com/images/M/MV5BZmQzMDE5ZWQtOTU3ZS00ZjdhLWI0OTctZDNkODk4YThmOTRhL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,8.1,54060
2069,tt0090203,The Trip to Bountiful,1985,Drama,Peter Masterson,"Horton Foote (screenplay), Horton Foote (play)","Geraldine Page, John Heard, Carlin Glynn, Richard Bradford",English,https://m.media-amazon.com/images/M/MV5BZmJmNmE0ZGYtOTg2Ny00MmJjLWE1ZDItNGVlYzgxMjlhMmZhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,7.5,3811
2070,tt0086423,Tender Mercies,1983,"Drama, Music",Bruce Beresford,Horton Foote,"Robert Duvall, Tess Harper, Betty Buckley, Wilford Brimley",English,https://m.media-amazon.com/images/M/MV5BMjEzYjQzOTQtMzFmMS00MjIwLTk2ZDQtZDFhMDdkYjFhZDMwXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg,7.4,8716
2071,tt0106273,And the Band Played On,1993,"Drama, History",Roger Spottiswoode,"Randy Shilts (book), Arnold Schulman (teleplay)","Matthew Modine, Alan Alda, Patrick Bauchau, Nathalie Baye","English, French, Danish",https://m.media-amazon.com/images/M/MV5BMTg2MzgxNjM1Nl5BMl5BanBnXkFtZTcwODYxNTkyMQ@@._V1_SX300.jpg,7.8,8963
2072,tt0096734,The 'Burbs,1989,"Comedy, Mystery, Thriller",Joe Dante,Dana Olsen,"Tom Hanks, Bruce Dern, Carrie Fisher, Rick Ducommun",English,https://m.media-amazon.com/images/M/MV5BNWE1OGExYzQtYzRjOS00MmJhLWE3OTYtZjkzOTNlMjJlZTQ4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyODY0NzcxNw@@._V1_SX300.jpg,6.9,64619
2073,tt0089126,Fandango,1985,"Comedy, Drama",Kevin Reynolds,Kevin Reynolds,"Kevin Costner, Judd Nelson, Sam Robards, Chuck Bush",English,https://m.media-amazon.com/images/M/MV5BYzUwY2Q1NGEtNmU2Zi00YzViLWI2ZGUtNGY1ZmY1OWJlNjAzL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,6.8,7075
2074,tt0071910,The Night Porter,1974,Drama,Liliana Cavani,"Liliana Cavani (screenplay), Italo Moscati (screenplay), Barbara Alberti (collaborator on the screenplay), Amedeo Pagani (collaborator on the screenplay), Liliana Cavani (story), Barbara Alberti (story), Amedeo Pagani (story)","Dirk Bogarde, Charlotte Rampling, Philippe Leroy, Gabriele Ferzetti",English,https://m.media-amazon.com/images/M/MV5BYzgxNzIxOGEtZDhmNC00ZmMwLTg4NTEtZjNiOGUwMTg1N2MwXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_SX300.jpg,6.7,10471
2075,tt0082736,Mephisto,1981,Drama,István Szabó,"Péter Dobai (screenplay), István Szabó (screenplay), Klaus Mann (novel)","Klaus Maria Brandauer, Krystyna Janda, Ildikó Bánsági, Rolf Hoppe","Hungarian, German, English",https://m.media-amazon.com/images/M/MV5BM2IzMTk2ZGYtYTMxNC00MjcwLWFiZjEtOGI5ZmRiYTM2YTM2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,7.8,8891
2076,tt0090756,Blue Velvet,1986,"Drama, Mystery, Thriller",David Lynch,David Lynch (screenplay),"Isabella Rossellini, Kyle MacLachlan, Dennis Hopper, Laura Dern",English,https://m.media-amazon.com/images/M/MV5BMWUwM2I2OTctOTRlNS00ZmRjLWI1NmEtNDc3Mjg0Zjg3Y2FiXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,7.8,169463
2077,tt0089385,The Journey of Natty Gann,1985,"Adventure, Family",Jeremy Kagan,Jeanne Rosenberg,"Meredith Salenger, John Cusack, Ray Wise, Lainie Kazan",English,https://m.media-amazon.com/images/M/MV5BNWI3ZTY5YzItYjc5MS00MzliLWE3ODEtZjRlY2Y0ZmUwYjBhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,7,4848
2078,tt0061852,The Jungle Book,1967,"Animation, Adventure, Family, Musical","Wolfgang Reitherman, James Algar, Jack Kinney","Larry Clemmons (story), Ralph Wright (story), Ken Anderson (story), Vance Gerry (story), Rudyard Kipling (inspired by the Mowgli stories)","Phil Harris, Sebastian Cabot, Bruce Reitherman, George Sanders",English,https://m.media-amazon.com/images/M/MV5BMjAwMTExODExNl5BMl5BanBnXkFtZTgwMjM2MDgyMTE@._V1_SX300.jpg,7.6,157472
2080,tt0048280,Lady and the Tramp,1955,"Animation, Adventure, Comedy, Drama, Family, Romance","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Ward Greene (from the story by), Erdman Penner (story), Joe Rinaldi (story), Ralph Wright (story), Don DaGradi (story)","Peggy Lee, Larry Roberts, Bill Baucom, Verna Felton",English,https://m.media-amazon.com/images/M/MV5BYTI1ZDc1OTItM2EzNS00ODMxLWIxYzctOTc5YWNiYzI3NGZiXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg,7.3,115696
2081,tt0097757,The Little Mermaid,1989,"Animation, Family, Fantasy, Musical, Romance","Ron Clements, John Musker","John Musker, Ron Clements, Hans Christian Andersen (fairy tale), Howard Ashman (additional dialogue), Gerrit Graham (additional dialogue), Sam Graham (additional dialogue), Chris Hubbell (additional dialogue)","Rene Auberjonois, Christopher Daniel Barnes, Jodi Benson, Pat Carroll","English, French",https://m.media-amazon.com/images/M/MV5BN2JlZTBhYTEtZDE3OC00NTA3LTk5NTQtNjg5M2RjODllM2M0XkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_SX300.jpg,7.6,224329
2082,tt0104868,The Mighty Ducks,1992,"Comedy, Drama, Family, Sport",Stephen Herek,Steven Brill,"Emilio Estevez, Joss Ackland, Lane Smith, Heidi Kling",English,https://m.media-amazon.com/images/M/MV5BZTc4YzQ4NTMtZjc2Yy00OWY1LWIxNGMtZTJkMmFiN2M4ZGViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.5,55178
2083,tt0104940,The Muppet Christmas Carol,1992,"Comedy, Drama, Family, Fantasy, Musical",Brian Henson,"Charles Dickens (novel), Jerry Juhl (screenplay)","Michael Caine, Dave Goelz, The Great Gonzo, Steve Whitmire",English,https://m.media-amazon.com/images/M/MV5BN2Y0NWRkNWItZWEwNi00MDNlLWJmZDYtNTkwYzI5Nzg4MjVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.7,45695
2084,tt0104990,Newsies,1992,"Drama, Family, History, Musical",Kenny Ortega,"Bob Tzudiker, Noni White","Christian Bale, David Moscow, Luke Edwards, Max Casella",English,https://m.media-amazon.com/images/M/MV5BMjVjNWM5MjgtYzdhMy00N2E4LWJlMmYtM2JmMDFjNGFjZDk3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7,17856
2085,tt0055254,One Hundred and One Dalmatians,1961,"Animation, Adventure, Comedy, Family","Clyde Geronimi, Hamilton Luske, Wolfgang Reitherman","Bill Peet (story), Dodie Smith (novel)","Rod Taylor, J. Pat O'Malley, Betty Lou Gerson, Martha Wentworth",English,https://m.media-amazon.com/images/M/MV5BZGMyMjE4OGUtNGZmMC00YzdmLThkMWYtZWIzMmEzNjA4MzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,144439
2087,tt0046183,Peter Pan,1953,"Animation, Adventure, Family, Fantasy, Musical","Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney","J.M. Barrie (play), Ted Sears (story), Erdman Penner (story), Bill Peet (story), Winston Hibler (story), Joe Rinaldi (story), Milt Banta (story), Ralph Wright (story), William Cottrell (story)","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson","English, American Sign Language",https://m.media-amazon.com/images/M/MV5BMzIwMzUyYTUtMjQ3My00NDc3LWIyZjQtOGUzNDJmNTFlNWUxXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,7.3,118526
2088,tt0081353,Popeye,1980,"Adventure, Comedy, Family, Fantasy, Musical, Romance",Robert Altman,"Jules Feiffer (screenplay), E.C. Segar (based on characters by)","Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley",English,https://m.media-amazon.com/images/M/MV5BMDgyNDg0YWUtZjNiMy00NzI1LTgzMmQtOGU5NGQwOTA2NDFkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,5.3,28048
2089,tt0100477,The Rescuers Down Under,1990,"Animation, Adventure, Crime, Drama, Family, Fantasy, Mystery","Hendel Butoy, Mike Gabriel","Jim Cox (animation screenplay by), Karey Kirkpatrick (animation screenplay by), Byron Simpson (animation screenplay by), Joe Ranft (animation screenplay by), Joe Ranft (story supervisor), Margery Sharp (suggested by characters created by)","Bob Newhart, Eva Gabor, John Candy, Tristan Rogers",English,https://m.media-amazon.com/images/M/MV5BNjY1OWZkMjQtMDY0YS00ZGRiLTg1YjktMzlmZWQyZWMzZGI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.9,35794
2090,tt0076618,The Rescuers,1977,"Animation, Adventure, Comedy, Family, Fantasy","John Lounsbery, Wolfgang Reitherman, Art Stevens","Margery Sharp (suggested by ""The Rescuers"" and ""Miss Bianca"" by), Larry Clemmons (story), Ken Anderson (story), Frank Thomas (story), Vance Gerry (story), David Michener (story), Ted Berman (story), Fred Lucky (story), Burny Mattinson (story), Dick Sebast (story)","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn",English,https://m.media-amazon.com/images/M/MV5BZjkxZjg5Y2QtMjczMy00OTg1LThlZjktZTUwZmZkNDNjMDNkXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,6.9,54667
2091,tt0078158,Return from Witch Mountain,1978,"Family, Adventure, Sci-Fi, Fantasy",John Hough,"Malcolm Marmorstein, Alexander Key (characters)","Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann",English,https://m.media-amazon.com/images/M/MV5BY2ZkMzUzYTQtYzZhZS00ZWZkLWI2MWItNGY3OWNhYjNhOTdlXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,5.8,4158
2092,tt0107952,Aladdin and the Return of Jafar,1994,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Toby Shelton, Tad Stones, Alan Zaslove","Duane Capizzi (story), Doug Langdale (story), Mark McCorkle (story), Robert Schooley (story), Tad Stones (story), Kevin Campbell, Mirith J. Colao, Bill Motz, Steve Roberts, Dev Ross, Bob Roth, Jan Strnad, Brian Swenlin","Jason Alexander, Jonathan Freeman, Jeff Bennett, Gilbert Gottfried",English,https://m.media-amazon.com/images/M/MV5BNTI0ZTI4MTYtOGFjMy00NjUwLWFlMWQtNzg2ODQ2ZmEzODExXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,5.9,25191
2093,tt0089908,Return to Oz,1985,"Adventure, Family, Fantasy, Horror, Mystery",Walter Murch,"Walter Murch (screenplay), Gill Dennis (screenplay), L. Frank Baum (novels)","Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie",English,https://m.media-amazon.com/images/M/MV5BNmM1YmM1NjAtNTlhMC00YjJiLTlkNjctZmVjYjIyMTRiMzBlXkEyXkFqcGdeQXVyMjM0ODk5MDU@._V1_SX300.jpg,6.7,23357
2094,tt0102803,The Rocketeer,1991,"Action, Adventure, Family, Sci-Fi",Joe Johnston,"Dave Stevens (graphic novel ""The Rocketeer""), Danny Bilson (story), Paul De Meo (story), William Dear (story), Danny Bilson (screenplay), Paul De Meo (screenplay)","Billy Campbell, Jennifer Connelly, Alan Arkin, Timothy Dalton","English, German",https://m.media-amazon.com/images/M/MV5BN2ZiMjkwNWYtZWRjNy00YTYxLWI1ZWYtODI0NTA5YTg4ZDIxXkEyXkFqcGdeQXVyNDA5ODIzMDk@._V1_SX300.jpg,6.5,50399
2095,tt0075200,The Shaggy D.A.,1976,"Comedy, Family, Fantasy",Robert Stevenson,"Don Tait (screenplay), Felix Salten (novel)","Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn",English,https://m.media-amazon.com/images/M/MV5BNGMyZDczODItMGM3OC00NTMzLWFmNTAtMmU3YjJlNDZmYWI5XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,5.9,2416
2096,tt0053285,Sleeping Beauty,1959,"Animation, Family, Fantasy, Musical, Romance","Clyde Geronimi, Les Clark, Hamilton Luske, Wolfgang Reitherman","Erdman Penner (story adaptation), Charles Perrault (story ""Sleeping Beauty""), Joe Rinaldi (additional story), Winston Hibler (additional story), Bill Peet (additional story), Ted Sears (additional story), Ralph Wright (additional story), Milt Banta (additional story)","Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton",English,https://m.media-amazon.com/images/M/MV5BOTJmZjA3MjMtMWNmZS00YTliLWFhMWUtZDU2NGJhNTlmY2ZkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,128636
2097,tt0086336,Something Wicked This Way Comes,1983,"Fantasy, Mystery, Thriller",Jack Clayton,"Ray Bradbury (screenplay), Ray Bradbury (novel)","Jason Robards, Jonathan Pryce, Diane Ladd, Royal Dano",English,https://m.media-amazon.com/images/M/MV5BZjAwNWM2ZjItMTgwYi00YjMzLTkyZjEtYTU2YjFiODkzMjA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.8,7916
2098,tt0057518,Son of Flubber,1963,"Comedy, Sci-Fi, Family",Robert Stevenson,"Bill Walsh (screenplay), Don DaGradi (screenplay), Samuel W. Taylor (story)","Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk",English,https://m.media-amazon.com/images/M/MV5BM2IzYTVmNDUtZWI0Ny00OTMyLTlkYWMtZGJjMmYzNzgyNGY3XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,6.1,2527
2099,tt0038969,Song of the South,1946,"Animation, Comedy, Family, Fantasy, Musical","Harve Foster, Wilfred Jackson","Dalton S. Reymond (screenplay), Morton Grant (screenplay), Maurice Rapf (screenplay), Dalton S. Reymond (original story), Joel Chandler Harris (book), Bill Peet (cartoon story), Ralph Wright (cartoon story), Vernon Stallings (cartoon story)","Ruth Warrick, Bobby Driscoll, James Baskett, Luana Patten",English,https://m.media-amazon.com/images/M/MV5BMjU3ZTgzMjQtZDBhMS00ZmRlLTliM2ItOTE1MmEzOWRkZTIzXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_SX300.jpg,7.1,10584
2100,tt0088161,Splash,1984,"Comedy, Fantasy, Romance",Ron Howard,"Brian Grazer (based on a story by), Bruce Jay Friedman (screen story by), Lowell Ganz (screenplay by), Babaloo Mandel (screenplay by), Bruce Jay Friedman (screenplay by)","Tom Hanks, Daryl Hannah, Eugene Levy, John Candy","English, Swedish",https://m.media-amazon.com/images/M/MV5BZDRmZTQ0MDQtNWRmYS00NDhhLTgzNzUtZGIyYzkwZDMyNTc0L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.2,65503
2102,tt0019422,Steamboat Willie,1928,"Animation, Short, Comedy, Family, Musical","Ub Iwerks, Walt Disney",,Walt Disney,English,https://m.media-amazon.com/images/M/MV5BNTkzMTIzMTQzNV5BMl5BanBnXkFtZTgwMzk4NzYwMjE@._V1_SX300.jpg,7.6,6678
2103,tt0111359,Tall Tale,1995,"Adventure, Family, Fantasy, Western",Jeremiah S. Chechik,"Steve Bloom, Robert Rodat","Patrick Swayze, Oliver Platt, Roger Aaron Brown, Nick Stahl",English,https://m.media-amazon.com/images/M/MV5BNDA4NmY0YWYtMDg2My00YzJiLTkyYTQtYjNkMWMwNmQ5ZjAxXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,5.9,3159
2104,tt0084783,Tex,1982,Drama,Tim Hunter,"S.E. Hinton (novel), Charles S. Haas (screenplay), Tim Hunter (screenplay)","Matt Dillon, Jim Metzler, Meg Tilly, Bill McKinney",English,https://m.media-amazon.com/images/M/MV5BYTI1YTllYzMtNzY0ZC00OWIxLWI2ODktMGI5MTBhMGFhMGEzL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.5,1875
2105,tt0084827,TRON,1982,"Action, Adventure, Sci-Fi",Steven Lisberger,"Steven Lisberger (screenplay), Steven Lisberger (story), Bonnie MacBird (story)","Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan",English,https://m.media-amazon.com/images/M/MV5BMzZhNjYyZDYtZmE4MC00M2RlLTlhOGItZDVkYTVlZTYxOWZlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.8,109042
2106,tt0108265,Swing Kids,1993,"Drama, Music",Thomas Carter,Jonathan Marc Feldman,"Robert Sean Leonard, Christian Bale, Frank Whaley, Barbara Hershey",English,https://m.media-amazon.com/images/M/MV5BYzEyYTk0NzQtNTE2Zi00YjQwLThjMjYtODc4NDUzYWM3ZDY3XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,6.8,14958
2107,tt0120694,Halloween H20: 20 Years Later,1998,"Horror, Thriller",Steve Miner,"Debra Hill (characters), John Carpenter (characters), Robert Zappia (story), Robert Zappia (screenplay), Matt Greenberg (screenplay)","Jamie Lee Curtis, Adam Arkin, Michelle Williams, Adam Hann-Byrd",English,https://m.media-amazon.com/images/M/MV5BNzA3ZjMzZWItNWUyNy00ZmNiLWIwYmYtN2UxNWUwMGY5Yzc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.7,63318
2108,tt0102250,L.A. Story,1991,"Comedy, Drama, Fantasy, Romance",Mick Jackson,Steve Martin,"Steve Martin, Victoria Tennant, Richard E. Grant, Marilu Henner",English,https://m.media-amazon.com/images/M/MV5BMjcwZGM4ODMtMjY1Yi00NTgwLTkxOWYtYWNiY2FkNjQ0MTlkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,6.7,28424
2109,tt0079367,The Jerk,1979,Comedy,Carl Reiner,"Steve Martin (screenplay), Carl Gottlieb (screenplay), Michael Elias (screenplay), Steve Martin (story), Carl Gottlieb (story)","Steve Martin, Bernadette Peters, Catlin Adams, Mabel King",English,https://m.media-amazon.com/images/M/MV5BZDNmNThjMTMtNzVlZC00MzgyLWE3M2UtNGQ3ZTZmNjM3YWI2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,50781
2110,tt0083798,Dead Men Don't Wear Plaid,1982,"Comedy, Crime, Mystery, Thriller",Carl Reiner,"Carl Reiner, George Gipe, Steve Martin","Steve Martin, Rachel Ward, Alan Ladd, Carl Reiner",English,https://m.media-amazon.com/images/M/MV5BOGEyZGU1ZGItMzNjMC00ZDkzLWE4OTgtNWJhNGM2ZjVmZTNlXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,6.9,19349
2111,tt0085894,The Man with Two Brains,1983,"Comedy, Romance, Sci-Fi",Carl Reiner,"George Gipe, Steve Martin, Carl Reiner","Steve Martin, Kathleen Turner, David Warner, Paul Benedict",English,https://m.media-amazon.com/images/M/MV5BZTY3NzkwMWQtMDU1Ny00OTBhLWIzYzAtMmMwZTFmMmU4NmI2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,6.4,22983
2112,tt0101969,Grand Canyon,1991,"Crime, Drama",Lawrence Kasdan,"Lawrence Kasdan, Meg Kasdan","Danny Glover, Kevin Kline, Steve Martin, Mary McDonnell","English, Spanish",https://m.media-amazon.com/images/M/MV5BNzI0ZDBkYTktZGI0Yy00OGFiLWFlMTItNTc1NzI2NjMxMjdhXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,6.9,14219
2114,tt0086066,The Outsiders,1983,"Crime, Drama",Francis Ford Coppola,"Kathleen Rowell (screenplay), S.E. Hinton (novel)","C. Thomas Howell, Matt Dillon, Ralph Macchio, Patrick Swayze",English,https://m.media-amazon.com/images/M/MV5BY2E4Njk4N2UtZWFhOS00NzczLWFmNDgtMzdhMjFlNTZjMmVhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.1,70925
2115,tt0087469,Indiana Jones and the Temple of Doom,1984,"Action, Adventure",Steven Spielberg,"Willard Huyck (screenplay by), Gloria Katz (screenplay by), George Lucas (story by)","Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri","English, Sinhalese, Hindi",https://m.media-amazon.com/images/M/MV5BMGI1NTk2ZWMtMmI0YS00Yzg0LTljMzgtZTg4YjkyY2E5Zjc0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,7.6,425111
